,fecha,latitud,longitud,url,titulo,tipo_propiedad,precio,moneda,m2,ambientes
22,2020_04_25,-34.609907,-58.384775,https://departamento.mercadolibre.com.ar/MLA-788343551-alquiler-temporario-yrigoyen-1300congreso-_JM,Alquiler Temporario  Yrigoyen  1300.congreso.,Departamento,1500.0,ARS,20,1
23,2020_04_25,-34.6046132,-58.3752266,https://departamento.mercadolibre.com.ar/MLA-788674010-deptos-de-2-amb-33-a-42-m2-ubicacion-excelente-_JM,"Deptos De 2 Amb  33 A 42 M2, Ubicacion Excelente",Departamento,29000.0,ARS,40,2
24,2020_04_25,-34.557911,-58.462919,https://departamento.mercadolibre.com.ar/MLA-788733106-silencioso-200-mts-de-cabildo-2-ambbalcon-a-calle-arbolada-_JM,"Silencioso, 200 Mts De Cabildo 2 Amb.balcón A Calle Arbolada",Departamento,2000.0,ARS,42,2
25,2020_04_25,-34.5660631,-58.4521702,https://departamento.mercadolibre.com.ar/MLA-788835200-increible-vista-_JM,Increible Vista,Departamento,500.0,USD,48,2
26,2020_04_25,-34.5901299,-58.403175,https://departamento.mercadolibre.com.ar/MLA-789004331-buenos-aires-departamentos-con-reserva-inmediata-_JM,Buenos Aires - Departamentos Con Reserva Inmediata!,Departamento,49.0,USD,60,
27,2020_04_25,-34.6018198,-58.4376909,https://departamento.mercadolibre.com.ar/MLA-790073774-excelente-studio-en-villa-crespo-en-zona-de-hospitales-_JM,"Excelente Studio En Villa Crespo, En Zona De Hospitales",Departamento,1500.0,ARS,32,1
28,2020_04_25,-34.6059668,-58.4290324,https://departamento.mercadolibre.com.ar/MLA-790696649-alquiler-temporario-zona-hospital-italiano-_JM,Alquiler Temporario Zona Hospital Italiano,Departamento,1400.0,ARS,35,1
29,2020_04_25,-34.6056804,-58.4058775,https://departamento.mercadolibre.com.ar/MLA-790927172-departamento-alquiler-3-amb-sin-garantia-_JM,Departamento Alquiler  3 Amb Sin Garantía,Departamento,33000.0,ARS,90,3
30,2020_04_25,-34.559069,-58.447063,https://departamento.mercadolibre.com.ar/MLA-790941965-alojamiento-cerca-del-fleni-cerca-del-icba-alquiler-temp-_JM,Alojamiento Cerca Del Fleni Cerca Del Icba Alquiler Temp.,Departamento,1800.0,ARS,40,1
31,2020_04_25,-34.5744062,-58.4394912,https://departamento.mercadolibre.com.ar/MLA-791042097-studio-in-palermo-hollywood-great-opportunity-_JM,Studio In Palermo Hollywood. Great Opportunity!,Departamento,35000.0,ARS,33,1
32,2020_04_25,-34.5911195,-58.3929293,https://departamento.mercadolibre.com.ar/MLA-791390030-dueno-alquila-dpto-amoblado-4ambientes-con-dependencia-120m2-_JM,Dueño Alquila Dpto Amoblado 4ambientes Con Dependencia 120m2,Departamento,65000.0,ARS,120,4
33,2020_04_25,-34.6223349,-58.3864236,https://departamento.mercadolibre.com.ar/MLA-791461602-divino-departamento-dueno-directo--_JM,Divino Departamento - Dueño Directo !!,Departamento,38500.0,ARS,50,2
34,2020_04_25,-34.6097082,-58.3903334,https://departamento.mercadolibre.com.ar/MLA-792593689-alquiler-temporario-buenos-aires-a-2-cuadras-de-favaloro-_JM,Alquiler Temporario Buenos Aires A 2 Cuadras De Favaloro,Departamento,2000.0,ARS,30,2
35,2020_04_25,-34.5967127,-58.4170709,https://departamento.mercadolibre.com.ar/MLA-792891314-dptode-categoralq-palermo-_JM,Dpto.de Categor.alq .palermo,Departamento,1150.0,ARS,42,1
36,2020_04_25,-34.5961299,-58.378613,https://departamento.mercadolibre.com.ar/MLA-793455826-excelente-departamento-en-alquiler-en-microcentro-_JM,Excelente Departamento En Alquiler En Microcentro,Departamento,30000.0,ARS,120,4
37,2020_04_25,-34.5482144,-58.4570902,https://departamento.mercadolibre.com.ar/MLA-794488414-alquilerdto-2-amb-5-en-nunez-1-dorm-todos-los-amenities-_JM,Alquilerdto. 2 Amb. 5* En Nuñez. 1 Dorm. Todos Los Amenities,Departamento,60.0,USD,45,2
38,2020_04_25,-34.6057821,-58.4255256,https://departamento.mercadolibre.com.ar/MLA-794657162-alquiler-temporario-frente-entrada-hospital-italiano-_JM,Alquiler Temporario Frente Entrada  Hospital Italiano,Departamento,1300.0,ARS,23,1
39,2020_04_25,-34.6002795,-58.4010784,https://departamento.mercadolibre.com.ar/MLA-795394212-alquiler-temporarios-sin-garantia-2-amb-ideal-extranjeros-_JM,Alquiler Temporarios Sin Garantia 2 Amb Ideal Extranjeros,Departamento,25900.0,ARS,40,1
40,2020_04_25,-34.582398,-58.45193,https://departamento.mercadolibre.com.ar/MLA-795433875-departamento-temporario-por-diaminimo-3-nocheswificochera-_JM,"Departamento Temporario Por Dia,minimo 3 Noches,wifi,cochera",Departamento,48000.0,ARS,55,2
41,2020_04_25,-34.6006839,-58.3987431,https://departamento.mercadolibre.com.ar/MLA-795682352-excelente-mono-ambiente-solo-paga-21000-electricidad-_JM,Excelente  Mono-ambiente - Solo Paga 21.000 + Electricidad,Departamento,21000.0,ARS,22,1
42,2020_04_25,-34.6307957,-58.4164385,https://departamento.mercadolibre.com.ar/MLA-796321363-monoambiente-amplio-a-3-cuadras-de-subte-e-cable-e-internet-_JM,Monoambiente Amplio A 3 Cuadras De Subte E Cable E Internet,Departamento,1400.0,ARS,38,1
43,2020_04_25,-34.5967205,-58.3814787,https://departamento.mercadolibre.com.ar/MLA-796747464-dueno-sin-garante-dia-mes-monoambiente-_JM,"Dueño Sin Garante, Dia-mes Monoambiente",Departamento,23000.0,ARS,28,1
44,2020_04_25,-34.6059668,-34.6059668,https://departamento.mercadolibre.com.ar/MLA-797472322-alquiler-depto-temporal-4-p-hospital-italiano-almagro-_JM,Alquiler Depto Temporal  4 / P Hospital Italiano Almagro,Departamento,2133.0,ARS,85,2
45,2020_04_25,-34.5874424,-58.3957457,https://departamento.mercadolibre.com.ar/MLA-798477768-departamento-temporario-recoleta-wifi-cable-cochera-_JM,"Departamento Temporario Recoleta, Wifi, Cable, Cochera.",Departamento,2000.0,ARS,45,2
46,2020_04_25,-34.6048257,-58.4226562,https://departamento.mercadolibre.com.ar/MLA-798620206-alquilo-departamento-3-ambientes-muy-buena-ubicacion-_JM,"Alquilo Departamento 3 Ambientes, Muy Buena Ubicacion",Departamento,2300.0,ARS,57,3
47,2020_04_25,-34.5969156,-58.4117927,https://departamento.mercadolibre.com.ar/MLA-798780022-departamentos-alquiler-temporario-2-amb-sin-garantia-_JM,Departamentos Alquiler Temporario 2 Amb Sin Garantia,Departamento,39900.0,ARS,70,2
48,2020_04_25,-34.6008074,-58.3711362,https://departamento.mercadolibre.com.ar/MLA-799388666-departamento-alquiler-temporario-centro-buenos-aires-capital-_JM,Departamento Alquiler Temporario Centro Buenos Aires Capital,Departamento,2200.0,ARS,37,3
49,2020_04_25,-34.6108294,-58.4198004,https://departamento.mercadolibre.com.ar/MLA-801415452-a-un-paso-barrio-de-tango-hosp-italiano-uocra-naval-guemes-_JM,A Un Paso Barrio De Tango Hosp Italiano-uocra-naval-guemes,Departamento,1700.0,ARS,47,2
50,2020_04_25,25.9932364,-80.1177772,https://departamento.mercadolibre.com.ar/MLA-801551176-increible-vista-al-mar-miami-playa-y-pileta-climatizada-_JM,"Increible Vista Al Mar Miami, Playa Y Pileta Climatizada",Departamento,10.0,USD,90,3
51,2020_04_25,-34.6239725,-58.391441,https://departamento.mercadolibre.com.ar/MLA-801586510-alq-temp-dpto-equip-centro-cap-fed-bs-as-x-dia-sem-mes-dueno-_JM,Alq Temp Dpto Equip Centro Cap Fed Bs As X Dia Sem Mes Dueno,Departamento,1800.0,ARS,64,3
52,2020_04_25,-34.5898547,-58.4063161,https://departamento.mercadolibre.com.ar/MLA-802063026-dueno-alquila-recoleta-monoambiente-_JM,Dueño Alquila Recoleta Monoambiente,Departamento,24000.0,ARS,45,1
53,2020_04_25,-34.6103003,-58.3934682,https://departamento.mercadolibre.com.ar/MLA-802566023-residencia-para-hombres-de-18-a-30-anos-_JM,Residencia Para Hombres De 18 A 30 Años,Departamento,6500.0,ARS,100,3
54,2020_04_25,-34.6058295,-58.4252131,https://departamento.mercadolibre.com.ar/MLA-803022435-alquiler-temporario-frente-al-hospital-italiano-_JM,Alquiler Temporario Frente Al Hospital Italiano,Departamento,1200.0,ARS,30,1
55,2020_04_25,-34.6078478,-58.3765323,https://departamento.mercadolibre.com.ar/MLA-804701557-luz-y-moderno-a-mts-casa-gobiernomarzo-1600-x-dia-oferta-_JM,"Luz Y Moderno, A Mts Casa Gobierno.marzo 1600 X Dia Oferta!!",Departamento,1600.0,ARS,40,2
56,2020_04_25,-34.6121094,-58.3625477,https://departamento.mercadolibre.com.ar/MLA-804760250-departamento-alquiler-4-ambientes-puerto-madero-_JM,Departamento - Alquiler - 4 Ambientes- Puerto Madero,Departamento,3000.0,USD,180,4
57,2020_04_25,-34.5929457,-58.3972088,https://departamento.mercadolibre.com.ar/MLA-805115437-estudio-en-la-mejor-ubicacion-de-palermo-nuevo-cerca-de-todo-_JM,Estudio En La Mejor Ubicacion De Palermo Nuevo Cerca De Todo,Departamento,50.0,USD,45,1
58,2020_04_25,-34.5900874,-58.4085237,https://departamento.mercadolibre.com.ar/MLA-805159147-palermo-alto-con-balcon-terraza-vista-increible-_JM,Palermo Alto Con Balcon Terraza Vista Increible,Departamento,620.0,USD,46,2
59,2020_04_25,-34.6066304,-58.4146073,https://departamento.mercadolibre.com.ar/MLA-805442441-departamento-alquiler-temporario-en-almagro-de-2-amb-_JM,Departamento Alquiler Temporario En Almagro De 2 Amb.,Departamento,1300.0,ARS,50,2
60,2020_04_25,-34.5485916,-58.4682202,https://departamento.mercadolibre.com.ar/MLA-805947065-alquiler-de-habitaciones-para-2-3-y-4-pers-extranjeros-_JM,"Alquiler De Habitaciones Para 2, 3 Y 4 Pers. /extranjeros",Departamento,500.0,USD,160,3
61,2020_04_25,-34.5319972,-58.5005668,https://departamento.mercadolibre.com.ar/MLA-806619516-excelente-departamento-en-belgrano-_JM,Excelente  Departamento En Belgrano ,Departamento,1200.0,ARS,49,1
62,2020_04_25,-34.6005205,-58.3860757,https://departamento.mercadolibre.com.ar/MLA-806687760-departamento-de-lujo-turistico-_JM,Departamento De Lujo Turistico,Departamento,1500.0,ARS,45,1
63,2020_04_25,-34.5534422,-58.4552147,https://departamento.mercadolibre.com.ar/MLA-806754458-deparatmento-a-estrenar-en-belgrano-_JM,Deparatmento A Estrenar En Belgrano,Departamento,1500.0,ARS,45,1
64,2020_04_25,-34.5677971,-58.4339766,https://departamento.mercadolibre.com.ar/MLA-806759470-turistico-dto-en-nas-canitas-_JM,Turistico Dto En Ñas Cañitas,Departamento,1500.0,ARS,70,2
65,2020_04_25,-34.6062339,-58.4313581,https://departamento.mercadolibre.com.ar/MLA-806762561-deparatmento-temporal-_JM,Deparatmento Temporal ,Departamento,1400.0,ARS,50,1
66,2020_04_25,-34.6068236,-58.4187085,https://departamento.mercadolibre.com.ar/MLA-806867664-dueno-alquila-en-caballito-monoambiente-_JM,"Dueño Alquila En *caballito*, Monoambiente!",Departamento,26500.0,ARS,38,1
67,2020_04_25,-34.5919776,-58.4050384,https://departamento.mercadolibre.com.ar/MLA-807007159-departamento-alquiler-temporal-barrio-recoleta-caba-_JM,Departamento Alquiler Temporal. Barrio Recoleta Caba,Departamento,3000.0,ARS,58,3
68,2020_04_25,-34.6185346,-58.3986527,https://departamento.mercadolibre.com.ar/MLA-808502416-alquiler-temporario-luminoso-csubte-e-y-hospitalespor-dia-_JM,Alquiler Temporario. Luminoso C.subte E Y Hospitales.por Día,Departamento,1500.0,ARS,30,1
69,2020_04_25,-34.5939305,-58.4153688,https://departamento.mercadolibre.com.ar/MLA-808557533-hermoso-departamento-en-palermo-sobre-2-avda-cerca-shopping-_JM,"Hermoso Departamento En Palermo Sobre 2 Avda, Cerca Shopping",Departamento,1700.0,ARS,35,2
70,2020_04_25,25.9932364,-80.1177772,https://departamento.mercadolibre.com.ar/MLA-808762497-alquilo-lindisimo-departamento-al-lado-del-mar-miami-playa-_JM,"Alquilo Lindisimo Departamento Al Lado Del Mar Miami, Playa",Departamento,10.0,USD,90,
71,2020_04_25,-34.6223349,-58.3864236,https://departamento.mercadolibre.com.ar/MLA-809008838-hermoso-y-amplio-departamento-dueno-directo-_JM,Hermoso Y Amplio Departamento - Dueño Directo,Departamento,38900.0,ARS,55,1
72,2020_04_25,-34.604554,-58.3932103,https://departamento.mercadolibre.com.ar/MLA-809032872-alquiler-temporario-mensual-o-semanal-en-corrientes-y-callao-_JM,Alquiler Temporario Mensual O Semanal En Corrientes Y Callao,Departamento,32000.0,ARS,41,1
73,2020_04_25,-34.5960495,-58.4004356,https://departamento.mercadolibre.com.ar/MLA-809113909-amplios-2-ambientes-luminosos-55-mts-santa-fe-solo-wapp-_JM,"Amplios 2 Ambientes Luminosos, 55 Mts .santa Fe. Solo Wapp",Departamento,1950.0,ARS,55,2
74,2020_04_25,-34.6051408,-58.4259254,https://departamento.mercadolibre.com.ar/MLA-810013415-alquiler-temporario-a-metros-hospital-italiano-a-estrenar-_JM,Alquiler Temporario A Metros Hospital Italiano (a Estrenar),Departamento,1300.0,ARS,25,1
75,2020_04_25,-34.5983958,-58.3782293,https://departamento.mercadolibre.com.ar/MLA-810118494-alquiler-temporario-capital-4-perscochera-opcional-_JM,Alquiler Temporario Capital 4 Pers.cochera Opcional,Departamento,1600.0,ARS,31,2
76,2020_04_25,-34.5535278,-58.4516903,https://departamento.mercadolibre.com.ar/MLA-810437506-alquiler-temporariodepto-a-metros-de-libertador-con-cochera-_JM,Alquiler Temporario.depto A Metros De Libertador Con Cochera,Departamento,2300.0,ARS,40,1
77,2020_04_25,-34.5981034,-58.4428059,https://departamento.mercadolibre.com.ar/MLA-810799333-depto-de-2-ambientes-en-villa-crespo-frente-excelente-_JM,Depto De 2 Ambientes En Villa Crespo. Frente. Excelente.,Departamento,46000.0,ARS,40,2
78,2020_04_25,-34.6060282,-58.4293126,https://departamento.mercadolibre.com.ar/MLA-810840324-departamento-de-1-amb-amueblado-de-alquiler-transitorio-_JM,Departamento De 1 Amb. Amueblado De Alquiler Transitorio,Departamento,1400.0,ARS,48,1
79,2020_04_25,-34.5528279,-58.4528099,https://departamento.mercadolibre.com.ar/MLA-811243469-excel-departamento-amoblado-tv-wifi-a-mts-de-los-bosques-_JM,"Excel Departamento Amoblado Tv, Wifi A Mts  De Los Bosques",Departamento,22900.0,ARS,40,1
80,2020_04_25,-34.6045386,-58.4243696,https://departamento.mercadolibre.com.ar/MLA-811701891-departamento-2-amb-temporario-zona-hospital-italiano-cochera-_JM,Departamento 2 Amb Temporario Zona Hospital Italiano Cochera,Departamento,1500.0,ARS,70,2
81,2020_04_25,-34.5967206,-58.3814788,https://departamento.mercadolibre.com.ar/MLA-811797131-departamento-en-alquiler-temporal-_JM,Departamento En Alquiler Temporal,Departamento,2000.0,ARS,30,1
82,2020_04_25,-34.6050474,-58.3794397,https://departamento.mercadolibre.com.ar/MLA-812318198-buenos-aires-alquiler-temporario-en-microcentro-_JM,Buenos Aires Alquiler Temporario En Microcentro,Departamento,1300.0,ARS,30,1
83,2020_04_25,-34.5774899,-58.4228822,https://departamento.mercadolibre.com.ar/MLA-812424479-hermoso-departamento-en-alquiler-temporario-en-palermo-_JM,Hermoso Departamento En Alquiler Temporario En Palermo,Departamento,1500.0,ARS,29,1
84,2020_04_25,-34.5970657,-58.4937893,https://departamento.mercadolibre.com.ar/MLA-812486039-av-san-martin-y-av-nazca-frente-h-roffo-_JM,Av. San Martín Y Av. Nazca Frente H. Roffo,Departamento,2200.0,ARS,29.5,1
85,2020_04_25,-34.6051298,-58.4297756,https://departamento.mercadolibre.com.ar/MLA-812519710-departamento-alquiler-temporario-palermo-_JM,Departamento Alquiler Temporario Palermo,Departamento,1790.0,ARS,49,2
86,2020_04_25,-34.5919775,-58.4050383,https://departamento.mercadolibre.com.ar/MLA-812722128-departamento-alquiler-temporal-recoleta-laprida-y-arenales-_JM,Departamento Alquiler Temporal  Recoleta Laprida Y Arenales,Departamento,3000.0,ARS,58,3
87,2020_04_25,-34.5556495,-58.4505649,https://departamento.mercadolibre.com.ar/MLA-812783067-avlibertador-y-olazabal-fleni-icba-fleming-alcla-_JM,Av.libertador Y Olazabal - Fleni Icba Fleming Alcla,Departamento,1488.0,ARS,75,2
88,2020_04_25,-34.5922797,-58.3946296,https://departamento.mercadolibre.com.ar/MLA-813866339-departamento-en-alquilera-zona-recoleta-centro-_JM,"Departamento En Alquilera Zona Recoleta , Centro",Departamento,58000.0,ARS,98,3
89,2020_04_25,-34.6052293,-58.3860859,https://departamento.mercadolibre.com.ar/MLA-814558578-excelente-departamento-super-comodo-en-pleno-centro-_JM,"Excelente Departamento Súper Cómodo, En Pleno Centro",Departamento,1500.0,ARS,34,2
90,2020_04_25,-34.6172634,-58.3761927,https://departamento.mercadolibre.com.ar/MLA-815616248-alquiler-temporario-de-departamento-en-san-telmo-con-balcon-_JM,Alquiler Temporario De Departamento En San Telmo Con Balcón,Departamento,2500.0,ARS,42,2
91,2020_04_25,-34.6136137,-58.3861126,https://departamento.mercadolibre.com.ar/MLA-815752183-alquiler-temporal-buenos-aires-capital-favaloro-centro-x-dia-_JM,Alquiler Temporal Buenos Aires Capital Favaloro Centro X Dia,Departamento,1713.0,ARS,57,1
92,2020_04_25,-34.5999595,-58.3754815,https://departamento.mercadolibre.com.ar/MLA-816121241-apartamento-de-categoria-en-buenos-aires-alquiler-temporario-_JM,Apartamento De Categoría En Buenos Aires Alquiler Temporario,Departamento,1450.0,ARS,41,2
93,2020_04_25,-34.5519922,-58.4534564,https://departamento.mercadolibre.com.ar/MLA-816260413-av-libertador-y-ugarte-fleni-ulme-sagrada-familia-eneri-_JM,Av. Libertador Y Ugarte Fleni Ulme Sagrada Familia Eneri,Departamento,1488.0,ARS,43,2
94,2020_04_25,-34.6057821,-58.4255256,https://departamento.mercadolibre.com.ar/MLA-816539742-alqtemporario-edificio-tempora-frente-hospital-italiano-_JM,Alq.temporario Edificio Tempora Frente Hospital Italiano,Departamento,1200.0,ARS,24,1
95,2020_04_25,-34.5865386,-58.3950344,https://departamento.mercadolibre.com.ar/MLA-816689710-alquiler-temporario-depto-3-amb-en-palermo-precio-semanal-_JM,Alquiler Temporario Depto 3 Amb En Palermo Precio Semanal,Departamento,18000.0,ARS,78,3
96,2020_04_25,-34.5868295,-58.4392672,https://departamento.mercadolibre.com.ar/MLA-817520532-loft-duplex-palermo-hollywood-amoblado-alquiler-temporario-_JM,Loft  Duplex  Palermo Hollywood Amoblado Alquiler Temporario,Departamento,50000.0,ARS,70,2
97,2020_04_25,-34.5480437,-58.4661554,https://departamento.mercadolibre.com.ar/MLA-818098768-departamento-equipado-y-amueblado-muy-buen-estado-_JM,Departamento Equipado Y Amueblado Muy Buen Estado,Departamento,80000.0,ARS,130,5
98,2020_04_25,-34.6124866,-58.4266047,https://departamento.mercadolibre.com.ar/MLA-818113509-alquiler-temporario-zona-hospital-italiano-_JM,"Alquiler Temporario , Zona Hospital Italiano",Departamento,2000.0,ARS,60,2
99,2020_04_25,-34.6033502,-58.3983971,https://departamento.mercadolibre.com.ar/MLA-818135828-departamento-en-alquiler-temporario-capital-uriburu-500-_JM,Departamento En Alquiler Temporario Capital  - Uriburu 500,Departamento,1200.0,ARS,25,1
100,2020_04_25,-34.5799012,-58.423575,https://departamento.mercadolibre.com.ar/MLA-818230506-departamento-3-ambientes-sobre-av-santa-fe-4400-palermo-_JM,Departamento 3 Ambientes Sobre Av. Santa Fe 4400 Palermo,Departamento,35000.0,ARS,82,3
101,2020_04_25,-34.6337353,-58.4748837,https://departamento.mercadolibre.com.ar/MLA-818707334-departamento-3-ambientes-excelente-estado-muy-luminoso-_JM,"Departamento 3 Ambientes, Excelente Estado, Muy Luminoso",Departamento,17500.0,ARS,65,3
102,2020_04_25,-34.6209793,-58.3784218,https://departamento.mercadolibre.com.ar/MLA-818960361-departamento-ambiente-y-medio-san-telmo-alquiler-_JM,Departamento Ambiente Y Medio San Telmo Alquiler,Departamento,18500.0,ARS,34,1
103,2020_04_25,-34.6444344,-58.470803,https://departamento.mercadolibre.com.ar/MLA-819146873-hostel-temporario-buenos-aires-capital-flores-_JM,"Hostel  Temporario  Buenos Aires , Capital , Flores",Departamento,1200.0,ARS,24,2
104,2020_04_25,-34.5774859,-58.4072396,https://departamento.mercadolibre.com.ar/MLA-819158436-departamento-palermo-chico-_JM,Departamento - Palermo Chico,Departamento,4000.0,USD,315,4
105,2020_04_25,-34.6059668,-34.6059668,https://departamento.mercadolibre.com.ar/MLA-819433769-alquiler-temporario-de-lujo-4p-hospital-italiano-caballito-_JM,Alquiler Temporario De Lujo 4/p Hospital Italiano Caballito,Departamento,1800.0,ARS,57,1
106,2020_04_25,-34.6059668,-34.6059668,https://departamento.mercadolibre.com.ar/MLA-819453917-alquiler-temporario-loft-lujo-5p-hospital-italiano-almagro-_JM,Alquiler Temporario Loft Lujo 5/p Hospital Italiano Almagro,Departamento,2416.0,ARS,95,3
107,2020_04_25,-34.5723368,-58.4308013,https://departamento.mercadolibre.com.ar/MLA-819698422-baez-ortega-y-gaset-3-amb-cbalcon-impecable-_JM,Baez & Ortega Y Gaset  3 Amb C/balcon Impecable,Departamento,65.0,USD,74,3
108,2020_04_25,-34.6240844,-58.3898891,https://departamento.mercadolibre.com.ar/MLA-821602190-departamentos-alquil-temporario-centro-cap-fed-bs-as-dia-mes-_JM,Departamentos Alquil Temporario Centro Cap Fed Bs As Dia Mes,Departamento,2100.0,ARS,64,3
109,2020_04_25,-34.5917754,-58.3940998,https://departamento.mercadolibre.com.ar/MLA-821626725-departamento-alquiler-temporario-en-recoleta-2-huespedes-_JM,Departamento Alquiler Temporario En Recoleta 2 Huéspedes,Departamento,890.0,USD,39,2
110,2020_04_25,-34.6169444,-58.4082701,https://departamento.mercadolibre.com.ar/MLA-821795945-hotel-capital-promocion-250-por-dia-_JM,Hotel Capital Promoción $250 Por Día!!,Departamento,250.0,ARS,12,1
